Word Pair,video_id,date
"('provenientes', 'sur')",7191963583729634566,2023-01-23T21:31:53.000Z
"('saber', 'preocupacion')",7190830522774375685,2023-01-20T20:15:03.000Z
"('congreso', 'sinvergenza')",7202259805019360518,2023-02-20T15:26:30.000Z
"('solidaridad', 'tierras')",7195470411193240837,2023-02-02T08:20:15.000Z
"('tierras', 'lejanas')",7195470411193240837,2023-02-02T08:20:15.000Z
"('lejanas', 'gracias')",7195470411193240837,2023-02-02T08:20:15.000Z
"('gracias', 'compaerxs')",7195470411193240837,2023-02-02T08:20:15.000Z
"('sabwr', 'peru')",7190218254940458246,2023-01-19T04:39:14.000Z
"('aparecieron', 'atender')",7198145026122157317,2023-02-09T13:19:04.000Z
"('atender', 'heridos')",7198145026122157317,2023-02-09T13:19:04.000Z
"('peligrosa', 'medida')",7197425802567355653,2023-02-07T14:48:06.000Z
"('respuesta', 'hoy')",7198342028797742342,2023-02-10T02:03:36.000Z
"('hoy', 'iban')",7198342028797742342,2023-02-10T02:03:36.000Z
"('iban', 'quedar')",7198342028797742342,2023-02-10T02:03:36.000Z
"('quedar', 'tranquilos')",7198342028797742342,2023-02-10T02:03:36.000Z
"('tranquilos', 'policas')",7198342028797742342,2023-02-10T02:03:36.000Z
"('polica', 'reprime')",7201644682202434822,2023-02-18T23:39:34.000Z
"('reprime', 'mayo')",7201644682202434822,2023-02-18T23:39:34.000Z
"('mayo', 'deja')",7201644682202434822,2023-02-18T23:39:34.000Z
"('deja', 'salir')",7201644682202434822,2023-02-18T23:39:34.000Z
